Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,split,metadata_csv,label,media_path,media_folder,wav_path
1325,"Oh, and there was a baby in it.",Joey,neutral,neutral,135,7,2,6,"00:14:04,760","00:14:07,220",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia135_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/acbe76c09289196cf71765c1614a5124.wav
1326,He wants to talk to you again.,Joey,neutral,neutral,135,8,2,6,"00:14:08,556","00:14:10,139",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia135_utt8.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/404d8cdff4a917d1b51464d0b703a402.wav
1327,Hello.,Ross,neutral,neutral,136,0,8,12,"00:06:25,676","00:06:27,219",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia136_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/db8364f80ad0ea888a3ea303adb4da20.wav
1328,Im sorry Im a little late.,Ross,neutral,neutral,136,1,8,12,"00:06:31,391","00:06:33,058",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia136_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/8318feae5b15d5218e1a07f0b895b96e.wav
1329,Whoa,Joey,surprise,positive,136,2,8,12,"0:06:33,226","0:06:33,852",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia136_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2d9a8dbd840d790e378fa66351817313.wav
1331,"Let me start by uh, by introducing myself, I am Professor Geller.",Ross,neutral,neutral,136,4,8,12,"00:06:35,645","00:06:41,650",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia136_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/b57c0b520ba629e2988d033c6cbf6135.wav
1332,"So to sum up, Im Professor Geller.",Ross,neutral,neutral,136,5,8,12,"0:06:43,444","0:06:47,532",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia136_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f896aa0d88b9fe19fc55c24f77676aa9.wav
1334,"Good evening, sir.",Ross,neutral,neutral,137,0,5,14,"0:13:35,397","0:13:36,399",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/4d54cf9accb10c475c9c37c185eed855.wav
1335,My name is Ross Geller.,Ross,neutral,neutral,137,1,5,14,"0:13:36,399","0:13:37,403",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2d8dbc615a0a641a9c4c7c55c27fac7f.wav
1336,I'm one of the people who applied for the apartment.,Ross,neutral,neutral,137,2,5,14,"00:13:37,525","00:13:39,734",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/33fac7db3d321253eeba70d9bff30d16.wav
1337,And I-I realize that the competition is fierce butI'm sorry.,Ross,neutral,neutral,137,3,5,14,"00:13:39,902","00:13:51,663",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/1317fc8577869ad0d834b5d7339f82c3.wav
1338,"I, I can't help but notice you're naked and  I applaud you.",Ross,joy,positive,137,4,5,14,"00:13:54,625","00:13:56,251",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/e67bcbdbcbb6069b4e8408c34d36e15e.wav
1339,"Man, I wish I was naked.",Ross,neutral,neutral,137,5,5,14,"00:13:56,502","00:13:59,379",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/240bb7e27567a6daef309c2250b5254a.wav
1340,"I mean, this-this looks so great.",Ross,joy,positive,137,6,5,14,"00:13:59,630","00:14:03,049",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/cdff845810eb94723f11f0ede5e1821a.wav
1341,That is how God intended it.,Ross,neutral,neutral,137,7,5,14,"00:14:03,425","00:14:06,052",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia137_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/fcd1ac17296b8a20755a2f91d6ebb0db.wav
1342,"Okay, I have to tell you something that I have never admitted during our entire friendship!",Rachel,anger,negative,138,0,5,12,"00:11:52,795","00:11:55,964",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9eaa44dfcdc468ed83e815bc742d873e.wav
1343,"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",Rachel,anger,negative,138,1,5,12,"00:11:56,132","00:12:00,343",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/3da9583b58afea2ac1d3c02db694745b.wav
1344,"Wow, that feels so good to get off my chest!",Rachel,joy,positive,138,2,5,12,"0:12:00,511","0:12:02,388",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6b26a51930e0c26bc81739803ac01698.wav
1345,"Okay, you go!",Rachel,anger,negative,138,3,5,12,"0:12:02,388","0:12:03,876",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/fedbb77a998b733021d89f2a891676cd.wav
1346,My turn? What-what are you talking about?,Monica,surprise,positive,138,4,5,12,"00:12:05,349","00:12:07,892",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/5d963df4278365538acbe397c3cc22cb.wav
1347,"Ugh, Monica, I know about you and Chandler.",Rachel,disgust,negative,138,5,5,12,"00:12:08,102","00:12:12,313",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,disgust,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/95126764678f0557fa92ce3893880bbc.wav
1348,What?!,Monica,surprise,negative,138,6,5,12,"00:12:13,441","00:12:14,482",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/b9dba8c5813609d6b08bd57e6d308f21.wav
1349,"I overheard you guys on the phone the other day, and you said, ""I'll just tell Rachel that I'm doing laundry for a couple of hours.""",Rachel,neutral,neutral,138,7,5,12,"00:12:14,650","00:12:21,531",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a47a60c790429275d5f6e94067c58936.wav
1350,"And he said, ""Laundry?",Rachel,neutral,neutral,138,8,5,12,"0:12:21,741","0:12:23,410",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt8.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2301b224331f29f7b0649a4f0bee396b.wav
1351,Is,Rachel,neutral,neutral,138,9,5,12,"0:12:23,410","0:12:24,852",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt9.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/8d58e0aec7516791bd5bf35fd9fa2259.wav
1352,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,Monica,joy,positive,138,10,5,12,"00:12:36,756","00:12:44,304",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt10.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9749e96d0c375089a20a35d773a62f7d.wav
1353,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",Rachel,anger,negative,138,11,5,12,"00:12:44,472","00:12:51,603",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt11.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9618c958aec8e3e6b4bcd83b336b32de.wav
1354,"Well, if you had kept listening, you-you would have heard me call him Mr. Bigot.",Monica,neutral,neutral,138,12,5,12,"00:12:49,143","00:12:57,650",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt12.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/fc104b84a528c61992291159c7348a82.wav
1355,What?!,Rachel,surprise,negative,138,13,5,12,"00:12:55,733","00:12:57,650",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt13.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/fbf9240c0bb4e6f53fcc591edf852d85.wav
1356,Mr. Bigot. He tells the most,Monica,neutral,neutral,138,14,5,12,"00:12:57,818","00:13:04,574",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt14.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/939e55da65c873cfb5d415b27f4a360a.wav
1357,All right. So you're telling me that there is nothing going on between you and Chandler.,Rachel,anger,negative,138,15,5,12,"00:13:08,329","00:13:11,956",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt15.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c8d3d0e5ba986196bc04f71f204678d1.wav
1358,Me and Chandler?!,Monica,surprise,positive,138,16,5,12,"00:13:12,291","00:13:14,167",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia138_utt16.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2c5d1472e75557848648cf314e818d9c.wav
1359,"I really thought you making a good point. I mean y'know, until you got cut off.",Phoebe,neutral,neutral,139,0,5,9,"00:21:37,504","00:21:41,674",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia139_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/b82c9b63924a70c6647cc71f185adc4c.wav
1360,"Yeah, what's up with that girl Monica?",A Female Student,neutral,neutral,139,1,5,9,"00:21:42,426","00:21:44,385",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia139_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a96eb4c707baf74f6c147a9116768ff3.wav
1361,I don't know! I didn't come with her!,Phoebe,anger,negative,139,2,5,9,"00:21:44,636","00:21:46,470",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,anger,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia139_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/a0b659ae7bced38f89ce9c99eca96051.wav
1362,All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,Monica,joy,positive,139,3,5,9,"00:21:48,557","00:21:54,854",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia139_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9abb70f34143b692b6a129d654249506.wav
1363,A test?!!,All,surprise,negative,139,4,5,9,"00:21:53,770","00:21:54,854",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia139_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f5036197b9d584e70b3b4cead8165ba2.wav
1364,Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,Monica,joy,positive,139,5,5,9,"00:21:55,105","00:22:02,778",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia139_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/0ec6dade61f99b616d3931face88aea2.wav
1365,"Okay Ive got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",Phoebe,neutral,neutral,140,0,8,24,"00:03:34,911","00:03:42,460",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia140_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d87585a12140a5f5f3bb4498de7b0cc5.wav
1366,"Id have to saythe talking gorilla, because at least I can explain to him that youre making me eat him.",Cliff,neutral,neutral,140,1,8,24,"00:03:49,342","00:04:00,436",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia140_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d96aa39595b5c8f217758d58b701ecef.wav
1367,Somebody went to college. Wow.  What is it? Im sorry.,Phoebe,surprise,negative,140,2,8,24,"00:03:58,184","00:04:06,150",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,surprise,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia140_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/e222cf4a5bf493127e6a2eca2b13e2ef.wav
1368,"Okay, I hear you loud and clear. Bob will stay put.",Mr. Franklin,neutral,neutral,141,0,8,5,"00:07:59,937","00:08:04,024",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/9b02724fccee6af6cbb957d6ae3507ac.wav
1369,I think its best sir.,Chandler,neutral,neutral,141,1,8,5,"00:08:01,606","00:08:04,024",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/d3a7701d0671ff00fe1b6cdb05b76a3e.wav
1370,But we really do need to find someone up here.,Mr. Franklin,neutral,neutral,141,2,8,5,"0:08:04,192","0:08:06,364",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2c3a8a6f84cb50de5541ed9accad2283.wav
1371,The work is starting to pile up.,Mr. Franklin,neutral,neutral,141,3,8,5,"0:08:06,364","0:08:07,948",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/c54d7ff0a06aed18746c691546cb04e6.wav
1372,Ive got a stack of documents on my desk this high.,Mr. Franklin,neutral,neutral,141,4,8,5,"00:08:08,070","00:08:11,156",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/ead91ddc99fc1c715dbf5f004229b2b9.wav
1373,"Yknow what you should do, just toss em in the shedder and claim you never got em.",Chandler,neutral,neutral,141,5,8,5,"00:08:13,659","00:08:18,997",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt5.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/41d34066e59eac052a405faa0d7cfde9.wav
1374,Thats a good one.,Mr. Franklin,neutral,neutral,141,6,8,5,"00:08:16,996","00:08:18,997",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt6.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/50cd6c6cfdcdc7d1f4bcd90e7d121597.wav
1375,What does a guy have to,Chandler,neutral,neutral,141,7,8,5,"00:08:19,499","00:08:24,044",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia141_utt7.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/afe71599362a3df2aa128c04e3cc278d.wav
1376,"Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.",Ross,neutral,neutral,142,0,2,5,"00:03:11,566","00:03:16,820",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia142_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/adaaa1eaa7899eef3c4e750fede39d5b.wav
1377,"Hi, Julie!",All,joy,positive,142,1,2,5,"00:03:14,360","00:03:16,820",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia142_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/3ce3feb7849177d36705f6e32885734c.wav
1378,Isnt there a national football league.,Phoebe,neutral,neutral,143,0,3,9,"00:21:49,891","00:21:52,935",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia143_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/28c4875c5ef6fe31db8e217b692daaf0.wav
1379,"Yes. Yes, there is, they play on Sundays and Monday nights.",Chandler,neutral,neutral,143,1,3,9,"00:21:53,854","00:21:56,605",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia143_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/cbff7d43cb6212246b809c75a9a02acf.wav
1380,Oh shoot! I work Monday nights.,Rachel,sadness,negative,143,2,3,9,"00:21:56,773","00:21:59,400",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,sadness,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia143_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/978033b7d221370392403c6634e6a6d6.wav
1381,"Umm, this stuffing is amazing. Do you think we should bring them some?",Phoebe,joy,positive,143,3,3,9,"00:22:02,070","00:22:05,948",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,joy,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia143_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/2061a8faeb266c749b03f76153418b5c.wav
1382,"When theyre hungry enough, theyll come in.",Joey,neutral,neutral,143,4,3,9,"00:22:06,116","00:22:08,200",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia143_utt4.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/488d335652ef839d97151295576cd360.wav
1383,"Hey Joey, you wanted to talk to me?",Tag,neutral,neutral,144,0,7,5,"00:15:04,820","00:15:06,362",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia144_utt0.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/0cde1f35601a75085048abc0d1f02ce2.wav
1384,"I dont know. You uh, you got something for me?",Joey,neutral,neutral,144,1,7,5,"00:15:06,530","00:15:08,907",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia144_utt1.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/6dbb3751a40d2ead4c695d7e662d2d5e.wav
1385,"Oh, yeah, this is from Rachel.",Tag,neutral,neutral,144,2,7,5,"00:15:09,074","00:15:10,658",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia144_utt2.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/56176e3e3ff5ec3a361d4cd273be28ce.wav
1386,Ten. Okay. Now Tag theres such a thing as too many women.,Joey,neutral,neutral,144,3,7,5,"00:15:13,996","00:15:19,250",train,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_sent_emo.csv,neutral,/content/XAI_MELD_Project/data/MELD/MELD.Raw/train_splits/dia144_utt3.mp4,train_splits,/content/drive/MyDrive/XAI_MELD_Project/cache/meld_ssl_cbm_xai/audio_cache_wav16k/f4b81291c1a5963eb552fde43ae80b95.wav
